0,0,0,3.792990110769196,5.016930982446865,540.0
1,0,1,13.203874798915212,16.863064388636516,540.0
2,0,2,23.829330882771,28.197725937500596,540.0
3,0,3,36.90010980077171,38.54736681162705,540.0
4,0,4,53.89065834435919,46.99313915210162,540.0
5,0,5,75.69311554997245,52.1287657374231,540.0
6,0,6,100.37311304998147,52.54518729473353,540.0
7,0,7,122.93496260697384,48.08095325899913,540.0
8,0,8,140.64695324479203,40.07977968001985,540.0
9,0,9,154.24834691885772,29.966150083552275,540.0
10,0,10,165.20073758799305,18.725191850492312,540.0
11,0,11,174.72283645747729,6.958717039639576,540.0
12,0,12,-176.20700988923082,-5.016930982446865,540.0
13,0,13,-166.7961252010848,-16.863064388636516,540.0
14,0,14,-156.170669117229,-28.197725937500596,540.0
15,0,15,-143.0998901992283,-38.54736681162705,540.0
16,0,16,-126.10934165564092,-46.99313915210157,540.0
17,0,17,-104.30688445002757,-52.1287657374231,540.0
18,0,18,-79.62688695001854,-52.54518729473353,540.0
19,0,19,-57.06503739302628,-48.080953258999166,540.0
20,0,20,-39.35304675520799,-40.07977968001985,540.0
21,0,21,-25.75165308114229,-29.966150083552275,540.0
22,0,22,-14.799262412007032,-18.725191850492312,540.0
23,0,23,-5.2771635425227315,-6.958717039639576,540.0
24,1,0,9.264990110769151,5.016930982446869,540.0
25,1,1,18.675874798915213,16.863064388636523,540.0
26,1,2,29.301330882771012,28.197725937500614,540.0
27,1,3,42.37210980077168,38.547366811627064,540.0
28,1,4,59.3626583443591,46.99313915210161,540.0
29,1,5,81.16511554997244,52.12876573742309,540.0
30,1,6,105.84511304998146,52.545187294733516,540.0
31,1,7,128.40696260697382,48.08095325899913,540.0
32,1,8,146.11895324479207,40.079779680019826,540.0
33,1,9,159.72034691885773,29.966150083552293,540.0
34,1,10,170.67273758799305,18.725191850492312,540.0
35,1,11,-179.80516354252276,6.9587170396395726,540.0
36,1,12,-170.73500988923084,-5.016930982446869,540.0
37,1,13,-161.3241252010848,-16.863064388636523,540.0
38,1,14,-150.69866911722892,-28.197725937500593,540.0
39,1,15,-137.62789019922835,-38.547366811627064,540.0
40,1,16,-120.63734165564091,-46.99313915210161,540.0
41,1,17,-98.83488445002757,-52.12876573742309,540.0
42,1,18,-74.15488695001855,-52.545187294733516,540.0
43,1,19,-51.59303739302617,-48.08095325899913,540.0
44,1,20,-33.881046755207954,-40.079779680019826,540.0
45,1,21,-20.279653081142378,-29.966150083552275,540.0
46,1,22,-9.327262412007027,-18.725191850492305,540.0
47,1,23,0.19483645747726008,-6.9587170396395726,540.0
48,2,0,14.70099011076922,5.0169309824468655,540.0
49,2,1,24.111874798915178,16.863064388636527,540.0
50,2,2,34.737330882771055,28.19772593750059,540.0
51,2,3,47.80810980077176,38.547366811627064,540.0
52,2,4,64.79865834435913,46.993139152101605,540.0
53,2,5,86.60111554997238,52.12876573742308,540.0
54,2,6,111.28111304998156,52.545187294733516,540.0
55,2,7,133.8429626069737,48.08095325899913,540.0
56,2,8,151.55495324479205,40.07977968001981,540.0
57,2,9,165.15634691885765,29.96615008355226,540.0
58,2,10,176.10873758799303,18.725191850492312,540.0
59,2,11,-174.36916354252276,6.958717039639575,540.0
60,2,12,-165.2990098892309,-5.016930982446867,540.0
61,2,13,-155.88812520108485,-16.863064388636502,540.0
62,2,14,-145.26266911722894,-28.19772593750059,540.0
63,2,15,-132.19189019922825,-38.547366811627064,540.0
64,2,16,-115.20134165564089,-46.993139152101605,540.0
65,2,17,-93.39888445002762,-52.12876573742308,540.0
66,2,18,-68.71888695001859,-52.545187294733545,540.0
67,2,19,-46.15703739302628,-48.08095325899913,540.0
68,2,20,-28.445046755207997,-40.07977968001987,540.0
69,2,21,-14.843653081142381,-29.9661500835523,540.0
70,2,22,-3.891262412006968,-18.725191850492312,540.0
71,2,23,5.630836457477253,-6.958717039639575,540.0
72,3,0,20.172990110769156,5.016930982446868,540.0
73,3,1,29.58387479891523,16.863064388636516,540.0
74,3,2,40.20933088277101,28.197725937500593,540.0
75,3,3,53.28010980077169,38.54736681162706,540.0
76,3,4,70.2706583443592,46.99313915210156,540.0
77,3,5,92.07311554997248,52.12876573742308,540.0
78,3,6,116.75311304998147,52.545187294733516,540.0
79,3,7,139.31496260697378,48.08095325899909,540.0
80,3,8,157.02695324479208,40.079779680019826,540.0
81,3,9,170.62834691885763,29.96615008355226,540.0
82,3,10,-178.419262412007,18.725191850492312,540.0
83,3,11,-168.89716354252278,6.95871703963957,540.0
84,3,12,-159.82700988923085,-5.016930982446868,540.0
85,3,13,-150.4161252010848,-16.863064388636502,540.0
86,3,14,-139.790669117229,-28.197725937500593,540.0
87,3,15,-126.71989019922832,-38.54736681162706,540.0
88,3,16,-109.72934165564081,-46.99313915210156,540.0
89,3,17,-87.92688445002753,-52.12876573742308,540.0
90,3,18,-63.246886950018556,-52.545187294733516,540.0
91,3,19,-40.6850373930263,-48.08095325899913,540.0
92,3,20,-22.973046755208028,-40.07977968001981,540.0
93,3,21,-9.371653081142373,-29.9661500835523,540.0
94,3,22,1.5807375879930228,-18.725191850492312,540.0
95,3,23,11.102836457477254,-6.95871703963957,540.0
96,4,0,25.608990110769206,5.0169309824468655,540.0
97,4,1,35.01987479891514,16.863064388636513,540.0
98,4,2,45.64533088277104,28.197725937500582,540.0
99,4,3,58.71610980077175,38.54736681162708,540.0
100,4,4,75.70665834435911,46.99313915210158,540.0
101,4,5,97.50911554997244,52.128765737423066,540.0
102,4,6,122.18911304998143,52.54518729473349,540.0
103,4,7,144.75096260697381,48.08095325899913,540.0
104,4,8,162.46295324479203,40.079779680019854,540.0
105,4,9,176.0643469188577,29.966150083552275,540.0
106,4,10,-172.983262412007,18.7251918504923,540.0
107,4,11,-163.46116354252268,6.958717039639567,540.0
108,4,12,-154.39100988923082,-5.0169309824468655,540.0
109,4,13,-144.98012520108486,-16.863064388636513,540.0
110,4,14,-134.35466911722895,-28.197725937500582,540.0
111,4,15,-121.28389019922837,-38.54736681162705,540.0
112,4,16,-104.2933416556409,-46.99313915210158,540.0
113,4,17,-82.49088445002758,-52.128765737423066,540.0
114,4,18,-57.81088695001856,-52.54518729473349,540.0
115,4,19,-35.2490373930262,-48.08095325899913,540.0
116,4,20,-17.53704675520797,-40.079779680019854,540.0
117,4,21,-3.9356530811423154,-29.966150083552275,540.0
118,4,22,7.016737587992984,-18.7251918504923,540.0
119,4,23,16.538836457477235,-6.958717039639571,540.0
120,5,0,31.080990110769168,5.016930982446871,540.0
121,5,1,40.49187479891516,16.863064388636513,540.0
122,5,2,51.11733088277101,28.197725937500596,540.0
123,5,3,64.18810980077176,38.54736681162704,540.0
124,5,4,81.17865834435912,46.99313915210159,540.0
125,5,5,102.98111554997246,52.1287657374231,540.0
126,5,6,127.66111304998152,52.54518729473346,540.0
127,5,7,150.22296260697377,48.08095325899911,540.0
128,5,8,167.93495324479207,40.07977968001985,540.0
129,5,9,-178.4636530811423,29.966150083552268,540.0
130,5,10,-167.51126241200697,18.72519185049229,540.0
131,5,11,-157.9891635425227,6.958717039639567,540.0
132,5,12,-148.91900988923086,-5.016930982446871,540.0
133,5,13,-139.50812520108482,-16.863064388636513,540.0
134,5,14,-128.882669117229,-28.197725937500596,540.0
135,5,15,-115.81189019922826,-38.54736681162704,540.0
136,5,16,-98.82134165564088,-46.99313915210159,540.0
137,5,17,-77.01888445002756,-52.1287657374231,540.0
138,5,18,-52.33888695001859,-52.5451872947335,540.0
139,5,19,-29.777037393026287,-48.08095325899916,540.0
140,5,20,-12.065046755208032,-40.07977968001983,540.0
141,5,21,1.5363469188576158,-29.966150083552268,540.0
142,5,22,12.488737587993034,-18.725191850492315,540.0
143,5,23,22.010836457477293,-6.958717039639567,540.0
144,6,0,36.51699011076916,5.016930982446868,540.0
145,6,1,45.9278747989152,16.86306438863652,540.0
146,6,2,56.553330882770986,28.19772593750059,540.0
147,6,3,69.62410980077173,38.54736681162708,540.0
148,6,4,86.61465834435914,46.99313915210162,540.0
149,6,5,108.41711554997238,52.12876573742306,540.0
150,6,6,133.09711304998154,52.54518729473349,540.0
151,6,7,155.6589626069738,48.08095325899912,540.0
152,6,8,173.37095324479202,40.07977968001984,540.0
153,6,9,-173.02765308114235,29.966150083552275,540.0
154,6,10,-162.075262412007,18.725191850492312,540.0
155,6,11,-152.55316354252273,6.95871703963957,540.0
156,6,12,-143.48300988923086,-5.016930982446868,540.0
157,6,13,-134.07212520108482,-16.86306438863652,540.0
158,6,14,-123.44666911722902,-28.19772593750059,540.0
159,6,15,-110.37589019922828,-38.54736681162708,540.0
160,6,16,-93.38534165564086,-46.993139152101556,540.0
161,6,17,-71.58288445002763,-52.12876573742306,540.0
162,6,18,-46.90288695001855,-52.54518729473353,540.0
163,6,19,-24.341037393026248,-48.08095325899918,540.0
164,6,20,-6.629046755208006,-40.07977968001984,540.0
165,6,21,6.9723469188576646,-29.966150083552275,540.0
166,6,22,17.924737587992997,-18.725191850492312,540.0
167,6,23,27.44683645747727,-6.95871703963957,540.0
168,7,0,41.98899011076923,5.016930982446868,540.0
169,7,1,51.3998747989152,16.86306438863653,540.0
170,7,2,62.02533088277102,28.197725937500582,540.0
171,7,3,75.0961098007718,38.54736681162705,540.0
172,7,4,92.08665834435911,46.99313915210156,540.0
173,7,5,113.8891155499724,52.1287657374231,540.0
174,7,6,138.56911304998152,52.545187294733516,540.0
175,7,7,161.13096260697384,48.0809532589991,540.0
176,7,8,178.84295324479208,40.07977968001985,540.0
177,7,9,-167.5556530811423,29.966150083552275,540.0
178,7,10,-156.60326241200696,18.72519185049229,540.0
179,7,11,-147.08116354252275,6.958717039639572,540.0
180,7,12,-138.0110098892308,-5.016930982446868,540.0
181,7,13,-128.60012520108486,-16.863064388636516,540.0
182,7,14,-117.97466911722898,-28.197725937500582,540.0
